Date,Real,Predict
29/06,89,89
30/06,103,103
01/07,96,96
02/07,82,82
03/07,45,45
04/07,18,18
05/07,4,4
06/07,6,6
07/07,6,6
08/07,8,8
09/07,7,13
10/07,8,11
11/07,7,12
12/07,9,11
13/07,13,14
14/07,13,20
15/07,14,19
16/07,18,21
17/07,18,26
18/07,17,26
19/07,22,24
20/07,26,31
21/07,24,36
22/07,25,34
23/07,27,35
24/07,25,37
25/07,23,34
26/07,23,31
27/07,23,32
28/07,21,31
29/07,23,28
30/07,23,31
31/07,26,31
01/08,29,34
02/08,34,39
03/08,35,45
04/08,41,46
05/08,39,54
06/08,45,52
07/08,50,60
08/08,57,66
09/08,58,75
10/08,72,77
11/08,77,95
12/08,94,102
13/08,103,124
14/08,134,135
15/08,138,176
16/08,152,181
17/08,150,200
18/08,162,196
19/08,154,212
20/08,177,201
21/08,176,231
22/08,197,229
23/08,195,255
24/08,181,251
25/08,151,233
26/08,155,194
27/08,154,197
28/08,138,194
29/08,,244
30/08,,307
31/08,,385
01/09,,484
02/09,,606
03/09,,758
04/09,,945
05/09,,1174
06/09,,1452
07/09,,1788
08/09,,2186
09/09,,2653
10/09,,3190
11/09,,3796
12/09,,4465
