Date,Real,Predict
29/06,20,20
30/06,21,21
01/07,22,22
02/07,25,25
03/07,40,40
04/07,65,65
05/07,82,82
06/07,91,91
07/07,101,101
08/07,114,114
09/07,115,311
10/07,116,313
11/07,124,318
12/07,134,343
13/07,145,373
14/07,153,397
15/07,250,416
16/07,257,517
17/07,265,538
18/07,274,556
19/07,275,580
20/07,277,582
21/07,397,585
22/07,467,732
23/07,546,813
24/07,598,893
25/07,702,949
26/07,796,1059
27/07,882,1168
28/07,1127,1273
29/07,1315,1495
30/07,1453,1673
31/07,1601,1805
01/08,1901,1948
02/08,2111,2230
03/08,2315,2432
04/08,2551,2628
05/08,2840,2849
06/08,2961,3125
07/08,3305,3242
08/08,3456,3565
09/08,3624,3710
10/08,3888,3880
11/08,4089,4132
12/08,4228,4331
13/08,4374,4471
14/08,4583,4616
15/08,4796,4813
16/08,5008,5036
17/08,5258,5235
18/08,5408,5476
19/08,5575,5624
20/08,5804,5791
21/08,5984,6014
22/08,6260,6191
23/08,6382,6490
24/08,6656,6623
25/08,6775,6915
26/08,6846,7042
27/08,6890,7113
28/08,7087,7161
29/08,7233,7325
30/08,7333,7401
31/08,7561,7408
01/09,7713,7363
02/09,7832,7281
03/09,,7172
04/09,,7046
05/09,,6909
06/09,,6767
07/09,,6621
08/09,,6475
09/09,,6330
10/09,,6186
11/09,,6043
12/09,,5903
