Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,1,1
05/07,2,2
06/07,2,2
07/07,2,2
08/07,2,2
09/07,2,70
10/07,3,72
11/07,3,78
12/07,4,80
13/07,5,84
14/07,6,87
15/07,7,94
16/07,7,97
17/07,8,98
18/07,9,101
19/07,9,105
20/07,10,107
21/07,13,111
22/07,14,120
23/07,20,124
24/07,23,136
25/07,28,144
26/07,33,154
27/07,36,170
28/07,37,180
29/07,44,181
30/07,49,189
31/07,53,196
01/08,69,201
02/08,81,218
03/08,90,232
04/08,106,243
05/08,115,260
06/08,123,270
07/08,131,279
08/08,142,288
09/08,153,300
10/08,167,313
11/08,177,329
12/08,187,340
13/08,198,352
14/08,206,366
15/08,227,374
16/08,240,401
17/08,256,414
18/08,272,432
19/08,287,450
20/08,303,468
21/08,317,641
22/08,320,805
23/08,351,963
24/08,360,1113
25/08,,1259
26/08,,1399
27/08,,1534
28/08,,1666
29/08,,1794
30/08,,1918
31/08,,2040
