Date,Real,Predict
29/06,39,39
30/06,54,54
01/07,48,48
02/07,30,30
03/07,29,29
04/07,18,18
05/07,0,0
06/07,5,5
07/07,6,6
08/07,6,6
09/07,8,24
10/07,8,29
11/07,3,30
12/07,3,13
13/07,4,12
14/07,3,14
15/07,2,9
16/07,2,7
17/07,3,6
18/07,3,10
19/07,5,9
20/07,6,14
21/07,5,17
22/07,5,15
23/07,4,13
24/07,5,13
25/07,4,15
26/07,21,12
27/07,20,55
28/07,21,53
29/07,18,54
30/07,19,46
31/07,2,48
01/08,3,7
02/08,3,9
03/08,4,9
04/08,4,10
05/08,4,10
06/08,4,11
07/08,9,10
08/08,11,23
09/08,14,28
10/08,16,35
11/08,27,40
12/08,27,67
13/08,53,66
14/08,65,128
15/08,79,157
16/08,87,189
17/08,104,209
18/08,83,249
19/08,98,199
20/08,106,232
21/08,105,252
22/08,116,247
23/08,118,274
24/08,93,271
25/08,75,200
26/08,61,160
27/08,33,128
28/08,35,68
29/08,38,70
30/08,36,74
31/08,45,70
01/09,44,85
02/09,,164
03/09,,326
04/09,,664
05/09,,1374
06/09,,2832
07/09,,5625
08/09,,10101
09/09,,14843
10/09,,16731
11/09,,17018
12/09,,17612
13/09,,18074
14/09,,18552
15/09,,18989
16/09,,19410
