Date,Real,Predict
30/06,43,43
01/07,59,59
02/07,72,72
03/07,187,187
04/07,164,164
05/07,77,77
06/07,7,7
07/07,19,19
08/07,16,16
09/07,119,76
10/07,3,121
11/07,49,16
12/07,75,60
13/07,198,80
14/07,162,213
15/07,75,189
16/07,56,32
17/07,120,62
18/07,185,124
19/07,180,186
20/07,243,186
21/07,77,245
22/07,205,72
23/07,71,203
24/07,161,67
25/07,97,166
26/07,490,93
27/07,396,481
28/07,291,380
29/07,28,251
30/07,292,23
31/07,354,275
01/08,194,335
02/08,322,167
03/08,540,293
04/08,107,499
05/08,84,98
06/08,164,77
07/08,94,155
08/08,251,85
09/08,141,233
10/08,213,129
11/08,211,193
12/08,232,198
13/08,158,221
14/08,157,149
15/08,162,144
16/08,129,154
17/08,172,118
18/08,136,160
19/08,226,127
20/08,124,212
21/08,189,117
22/08,191,176
23/08,221,185
24/08,175,221
25/08,242,175
26/08,205,241
27/08,245,203
28/08,623,242
29/08,703,595
30/08,746,680
31/08,710,711
01/09,368,653
02/09,319,-430
03/09,379,-421
04/09,290,-402
05/09,175,-386
06/09,216,-367
07/09,,-347
08/09,,-326
09/09,,-304
10/09,,-278
11/09,,-257
12/09,,-221
13/09,,-182
14/09,,-141
15/09,,-98
16/09,,-52
