Date,Real,Predict
29/06,8,8
30/06,10,10
01/07,11,11
02/07,13,13
03/07,16,16
04/07,26,26
05/07,38,38
06/07,39,39
07/07,41,41
08/07,42,42
09/07,43,103
10/07,44,105
11/07,45,108
12/07,51,110
13/07,53,122
14/07,57,125
15/07,117,133
16/07,122,193
17/07,127,203
18/07,133,212
19/07,143,223
20/07,146,240
21/07,187,243
22/07,219,289
23/07,261,323
24/07,289,365
25/07,361,394
26/07,430,467
27/07,490,541
28/07,531,607
29/07,745,645
30/07,820,852
31/07,921,925
01/08,1109,1023
02/08,1250,1203
03/08,1369,1340
04/08,1519,1456
05/08,1636,1600
06/08,1743,1713
07/08,1911,1817
08/08,2053,1979
09/08,2122,2116
10/08,2229,2185
11/08,2330,2289
12/08,2437,2388
13/08,2548,2495
14/08,2663,2604
15/08,2770,2715
16/08,2866,2823
17/08,2962,2916
18/08,3057,3009
19/08,3157,3103
20/08,3269,3201
21/08,3333,3239
22/08,3452,3269
23/08,3543,3294
24/08,3587,3313
25/08,,3328
26/08,,3339
27/08,,3346
28/08,,3350
29/08,,3352
30/08,,3351
31/08,,3349
