Date,Real,Predict
02/07,9,9
03/07,244,244
04/07,88,88
05/07,14,14
06/07,15,15
07/07,91,91
08/07,4,4
09/07,15,15
10/07,4,4
11/07,3,5
12/07,2,6
13/07,333,1
14/07,111,324
15/07,17,109
16/07,17,17
17/07,111,16
18/07,23,110
19/07,40,23
20/07,81,40
21/07,76,80
22/07,83,81
23/07,14,77
24/07,124,10
25/07,76,125
26/07,99,70
27/07,224,92
28/07,16,220
29/07,205,30
30/07,14,211
31/07,239,8
01/08,44,224
02/08,46,30
03/08,41,64
04/08,94,27
05/08,85,89
06/08,156,59
07/08,63,171
08/08,134,75
09/08,53,140
10/08,97,50
11/08,144,76
12/08,147,134
13/08,192,143
14/08,306,184
15/08,50,297
16/08,219,44
17/08,9,208
18/08,190,5
19/08,91,174
20/08,194,83
21/08,11,186
22/08,7,5
23/08,344,9
24/08,199,332
25/08,17,194
26/08,239,19
27/08,174,238
28/08,105,164
29/08,162,93
30/08,146,149
31/08,163,157
01/09,108,172
02/09,88,-164
03/09,81,-200
04/09,52,-183
05/09,66,-152
06/09,32,-123
07/09,,-108
08/09,,-107
09/09,,-112
10/09,,-121
11/09,,-131
12/09,,-131
13/09,,-129
14/09,,-126
15/09,,-121
16/09,,-115
