Date,Real,Predict
30/06,9,9
01/07,244,244
02/07,88,88
03/07,14,14
04/07,15,15
05/07,91,91
06/07,4,4
07/07,15,15
08/07,4,4
09/07,3,36
10/07,2,14
11/07,333,8
12/07,111,333
13/07,17,113
14/07,17,27
15/07,111,20
16/07,23,114
17/07,40,28
18/07,81,44
19/07,76,87
20/07,83,82
21/07,14,83
22/07,124,16
23/07,76,124
24/07,99,78
25/07,224,103
26/07,16,221
27/07,205,37
28/07,14,207
29/07,239,31
30/07,44,223
31/07,46,31
01/08,41,43
02/08,94,33
03/08,85,99
04/08,156,91
05/08,63,150
06/08,134,71
07/08,53,135
08/08,97,61
09/08,144,111
10/08,147,145
11/08,192,134
12/08,306,184
13/08,50,286
14/08,219,47
15/08,9,195
16/08,190,7
17/08,91,166
18/08,194,77
19/08,11,177
20/08,7,5
21/08,344,6
22/08,199,314
23/08,17,189
24/08,239,17
25/08,174,231
26/08,105,165
27/08,162,92
28/08,146,143
29/08,163,129
30/08,108,143
31/08,88,99
01/09,81,73
02/09,52,-132
03/09,66,-127
04/09,32,-108
05/09,41,-75
06/09,11,-40
07/09,,-10
08/09,,11
09/09,,32
10/09,,42
11/09,,55
12/09,,53
13/09,,50
14/09,,47
15/09,,43
16/09,,38
