Date,Real,Predict
29/06,8,8
30/06,10,10
01/07,11,11
02/07,13,13
03/07,16,16
04/07,26,26
05/07,38,38
06/07,39,39
07/07,41,41
08/07,42,42
09/07,43,114
10/07,44,116
11/07,45,119
12/07,51,121
13/07,53,135
14/07,57,138
15/07,117,146
16/07,122,209
17/07,127,221
18/07,133,230
19/07,143,242
20/07,146,260
21/07,187,264
22/07,219,311
23/07,261,348
24/07,289,392
25/07,361,422
26/07,430,499
27/07,490,577
28/07,531,647
29/07,745,687
30/07,820,903
31/07,921,979
01/08,1109,1082
02/08,1250,1270
03/08,1369,1413
04/08,1519,1534
05/08,1636,1685
06/08,1743,1803
07/08,1911,1913
08/08,2053,2082
09/08,2122,2226
10/08,2229,2298
11/08,2330,2406
12/08,2437,2511
13/08,2548,2622
14/08,2663,2737
15/08,2770,2853
16/08,2866,2967
17/08,2962,3063
18/08,3057,3161
19/08,3157,3259
20/08,3269,3362
21/08,3333,3477
22/08,3452,3544
23/08,3543,3674
24/08,3587,3774
25/08,3701,3822
26/08,3719,3944
27/08,3840,3962
28/08,3938,4092
29/08,4050,4196
30/08,4189,4320
31/08,4323,4472
01/09,4450,4608
02/09,4545,4882
03/09,5010,5142
04/09,5137,5391
05/09,5287,5637
06/09,5514,5891
07/09,,6165
08/09,,6474
09/09,,6832
10/09,,7249
11/09,,7702
12/09,,8171
13/09,,8638
14/09,,9093
15/09,,9540
16/09,,9983
