Date,Real,Predict
29/06,27,27
30/06,35,35
01/07,36,36
02/07,37,37
03/07,81,81
04/07,121,121
05/07,130,130
06/07,132,132
07/07,136,136
08/07,139,139
09/07,146,254
10/07,152,266
11/07,152,282
12/07,153,282
13/07,184,284
14/07,198,330
15/07,208,352
16/07,216,362
17/07,242,377
18/07,270,417
19/07,301,465
20/07,369,512
21/07,602,597
22/07,777,848
23/07,1063,1031
24/07,1352,1316
25/07,1453,1610
26/07,1608,1712
27/07,1896,1876
28/07,2685,2187
29/07,2962,2938
30/07,3320,3206
31/07,4237,3554
01/08,4713,4448
02/08,4907,4907
03/08,4986,5096
04/08,5064,5173
05/08,5099,5248
06/08,5150,5282
07/08,5212,5332
08/08,5281,5392
09/08,5338,5459
10/08,5392,5516
11/08,5444,5568
12/08,5491,5619
13/08,5540,5666
14/08,5628,5714
15/08,5663,5799
16/08,5713,5835
17/08,5749,5883
18/08,5810,5918
19/08,5860,5978
20/08,5916,6027
21/08,5983,6082
22/08,6018,6148
23/08,6061,6184
24/08,6153,6228
25/08,6193,6321
26/08,6342,6362
27/08,6472,6510
28/08,6518,6643
29/08,6577,6689
30/08,6597,6750
31/08,6632,6771
01/09,6678,6805
02/09,6784,6976
03/09,7253,7156
04/09,7293,7358
05/09,7586,7597
06/09,7626,7882
07/09,,8220
08/09,,8617
09/09,,9077
10/09,,9603
11/09,,10194
12/09,,10851
13/09,,11570
14/09,,12348
15/09,,13183
16/09,,14068
