Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,1,1
05/07,1,1
06/07,1,1
07/07,1,1
08/07,1,1
09/07,2,44
10/07,3,49
11/07,3,55
12/07,3,57
13/07,3,57
14/07,4,58
15/07,4,64
16/07,5,65
17/07,6,71
18/07,8,75
19/07,8,87
20/07,9,90
21/07,10,98
22/07,12,103
23/07,13,112
24/07,16,115
25/07,18,125
26/07,20,130
27/07,21,139
28/07,24,144
29/07,31,146
30/07,35,155
31/07,36,161
01/08,41,162
02/08,47,167
03/08,51,174
04/08,62,180
05/08,64,191
06/08,76,194
07/08,81,209
08/08,88,214
09/08,101,223
10/08,117,240
11/08,128,258
12/08,137,272
13/08,154,284
14/08,175,307
15/08,185,331
16/08,204,346
17/08,231,367
18/08,246,399
19/08,266,418
20/08,283,444
21/08,305,464
22/08,316,492
23/08,340,507
24/08,357,541
25/08,384,568
26/08,411,614
27/08,439,654
28/08,477,702
29/08,511,763
30/08,542,826
31/08,589,1145
01/09,612,1471
02/09,640,1812
03/09,661,2183
04/09,,2606
05/09,,3098
06/09,,3643
07/09,,4232
08/09,,4874
09/09,,5585
10/09,,6418
