Date,Real,Predict
02/07,127,127
03/07,96,96
04/07,86,86
05/07,73,73
06/07,52,52
07/07,21,21
08/07,13,13
09/07,17,17
10/07,16,16
11/07,18,18
12/07,22,23
13/07,16,28
14/07,17,20
15/07,24,21
16/07,38,30
17/07,36,48
18/07,42,45
19/07,45,53
20/07,45,56
21/07,38,57
22/07,32,48
23/07,37,41
24/07,38,48
25/07,43,50
26/07,45,56
27/07,54,59
28/07,46,71
29/07,48,61
30/07,49,64
31/07,55,65
01/08,57,74
02/08,89,76
03/08,94,117
04/08,105,123
05/08,110,137
06/08,124,143
07/08,104,160
08/08,92,134
09/08,88,118
10/08,92,111
11/08,88,116
12/08,116,112
13/08,147,147
14/08,171,187
15/08,178,217
16/08,206,226
17/08,225,262
18/08,222,286
19/08,225,284
20/08,263,287
21/08,257,337
22/08,229,330
23/08,274,295
24/08,327,354
25/08,301,422
26/08,280,390
27/08,266,362
28/08,222,343
29/08,155,286
30/08,130,199
31/08,140,167
01/09,134,180
02/09,149,170
03/09,,190
04/09,,241
05/09,,307
06/09,,392
07/09,,499
08/09,,630
09/09,,786
10/09,,975
11/09,,1209
12/09,,1496
13/09,,1833
14/09,,2194
