Date,Real,Predict
29/06,1218,1218
30/06,1351,1351
01/07,79,79
02/07,67,67
03/07,45,45
04/07,218,218
05/07,57,57
06/07,16,16
07/07,38,38
08/07,11,11
09/07,47,2425
10/07,126,43
11/07,77,126
12/07,83,77
13/07,49,82
14/07,180,45
15/07,83,183
16/07,23,82
17/07,61,23
18/07,105,58
19/07,43,103
20/07,109,42
21/07,202,108
22/07,119,201
23/07,381,121
24/07,246,381
25/07,290,248
26/07,424,286
27/07,274,419
28/07,36,270
29/07,261,32
30/07,173,252
31/07,149,162
01/08,361,140
02/08,303,355
03/08,231,291
04/08,244,225
05/08,165,237
06/08,138,160
07/08,165,134
08/08,174,165
09/08,163,170
10/08,183,161
11/08,125,187
12/08,172,128
13/08,173,179
14/08,115,183
15/08,327,119
16/08,136,327
17/08,197,132
18/08,231,182
19/08,208,214
20/08,177,196
21/08,210,175
22/08,35,213
23/08,381,44
24/08,146,389
25/08,384,154
26/08,207,382
27/08,268,195
28/08,294,259
29/08,69,281
30/08,39,73
31/08,18,25
01/09,76,2344
02/09,106,2374
03/09,144,2393
04/09,38,2344
05/09,,2299
06/09,,2192
07/09,,2064
08/09,,1887
09/09,,1669
10/09,,1681
11/09,,1709
