Date,Real,Predict
29/06,7,7
30/06,12,12
01/07,13,13
02/07,13,13
03/07,14,14
04/07,38,38
05/07,40,40
06/07,42,42
07/07,43,43
08/07,44,44
09/07,50,146
10/07,53,163
11/07,55,176
12/07,55,184
13/07,56,185
14/07,64,187
15/07,68,207
16/07,74,212
17/07,79,230
18/07,91,242
19/07,96,276
20/07,120,288
21/07,146,328
22/07,222,360
23/07,258,447
24/07,365,483
25/07,417,597
26/07,478,651
27/07,507,721
28/07,622,757
29/07,841,858
30/07,944,1060
31/07,959,1157
01/08,1055,1171
02/08,1159,1259
03/08,1233,1357
04/08,1371,1426
05/08,1406,1553
06/08,1564,1585
07/08,1655,1735
08/08,1745,1818
09/08,1849,1903
10/08,2007,2007
11/08,2090,2154
12/08,2179,2235
13/08,2350,2323
14/08,2607,2489
15/08,2683,2726
16/08,2846,2805
17/08,3086,2954
18/08,3217,3180
19/08,3388,3307
20/08,3510,3475
21/08,3715,3591
22/08,3773,3790
23/08,3893,3853
24/08,4013,3984
25/08,4245,4110
26/08,4480,4357
27/08,4700,4592
28/08,4762,4829
29/08,4991,4867
30/08,5335,4831
31/08,5576,4740
01/09,5772,4607
02/09,6051,4444
03/09,,4259
04/09,,4061
05/09,,3855
06/09,,3646
07/09,,3436
08/09,,3230
09/09,,3029
10/09,,2835
11/09,,2648
12/09,,2470
