Date,Real,Predict
29/06,8,8
30/06,11,11
01/07,12,12
02/07,13,13
03/07,15,15
04/07,31,31
05/07,39,39
06/07,54,54
07/07,57,57
08/07,60,60
09/07,61,144
10/07,63,146
11/07,66,154
12/07,71,162
13/07,73,175
14/07,78,178
15/07,125,188
16/07,130,234
17/07,140,245
18/07,152,264
19/07,161,290
20/07,177,307
21/07,256,330
22/07,270,417
23/07,373,432
24/07,483,531
25/07,543,642
26/07,658,701
27/07,728,823
28/07,857,901
29/07,1056,1014
30/07,1161,1195
31/07,1238,1292
01/08,1348,1363
02/08,1426,1462
03/08,1505,1534
04/08,1613,1607
05/08,1660,1704
06/08,1770,1747
07/08,1879,1849
08/08,1957,1947
09/08,2048,2019
10/08,2195,2106
11/08,2279,2240
12/08,2324,2319
13/08,2416,2362
14/08,2499,2449
15/08,2626,2524
16/08,2773,2649
17/08,2908,2782
18/08,2989,2906
19/08,3070,2982
20/08,3178,3059
21/08,3208,3033
22/08,3294,2997
23/08,3353,2953
24/08,3413,2905
25/08,,2854
26/08,,2802
27/08,,2751
28/08,,2701
29/08,,2653
30/08,,2606
31/08,,2562
