Date,Real,Predict
29/06,8,8
30/06,10,10
01/07,11,11
02/07,13,13
03/07,16,16
04/07,26,26
05/07,38,38
06/07,39,39
07/07,41,41
08/07,42,42
09/07,43,119
10/07,44,121
11/07,45,124
12/07,51,126
13/07,53,140
14/07,57,143
15/07,117,151
16/07,122,214
17/07,127,226
18/07,133,235
19/07,143,248
20/07,146,266
21/07,187,271
22/07,219,319
23/07,261,355
24/07,289,399
25/07,361,429
26/07,430,506
27/07,490,584
28/07,531,654
29/07,745,694
30/07,820,908
31/07,921,983
01/08,1109,1086
02/08,1250,1273
03/08,1369,1415
04/08,1519,1536
05/08,1636,1685
06/08,1743,1802
07/08,1911,1911
08/08,2053,2079
09/08,2122,2222
10/08,2229,2294
11/08,2330,2401
12/08,2437,2505
13/08,2548,2616
14/08,2663,2730
15/08,2770,2845
16/08,2866,2958
17/08,2962,3054
18/08,3057,3151
19/08,3157,3248
20/08,3269,3351
21/08,3333,3465
22/08,3452,3531
23/08,3543,3660
24/08,3587,3759
25/08,3701,3805
26/08,3719,3927
27/08,3840,3945
28/08,3864,4077
29/08,3985,4355
30/08,4098,4668
31/08,4219,5011
01/09,4363,5381
02/09,4556,5773
03/09,,6184
04/09,,6609
05/09,,7042
06/09,,7481
07/09,,7923
08/09,,8365
09/09,,8803
10/09,,9237
11/09,,9665
12/09,,10087
