Date,Real,Predict
29/06,1,1
30/06,1,1
01/07,1,1
02/07,1,1
03/07,1,1
04/07,1,1
05/07,2,2
06/07,2,2
07/07,2,2
08/07,2,2
09/07,2,71
10/07,2,71
11/07,4,71
12/07,5,93
13/07,5,101
14/07,5,102
15/07,6,103
16/07,6,107
17/07,6,109
18/07,7,111
19/07,7,117
20/07,8,122
21/07,8,127
22/07,9,127
23/07,10,133
24/07,11,136
25/07,15,141
26/07,15,152
27/07,17,152
28/07,17,164
29/07,23,163
30/07,24,171
31/07,25,173
01/08,27,175
02/08,31,177
03/08,34,182
04/08,44,186
05/08,48,197
06/08,55,201
07/08,58,210
08/08,64,213
09/08,74,221
10/08,86,234
11/08,101,248
12/08,119,266
13/08,122,292
14/08,137,296
15/08,138,312
16/08,156,314
17/08,163,333
18/08,176,341
19/08,177,358
20/08,178,359
21/08,202,360
22/08,217,390
23/08,218,412
24/08,233,414
25/08,242,436
26/08,249,451
27/08,258,461
28/08,265,475
29/08,272,486
30/08,276,500
31/08,283,729
01/09,288,960
02/09,291,1194
03/09,294,1434
04/09,,1680
05/09,,1933
06/09,,2194
07/09,,2462
08/09,,2737
09/09,,3024
10/09,,3322
