Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,1,1
05/07,1,1
06/07,1,1
07/07,1,1
08/07,1,1
09/07,1,11
10/07,1,11
11/07,1,11
12/07,1,11
13/07,1,12
14/07,1,12
15/07,1,13
16/07,1,13
17/07,1,14
18/07,1,15
19/07,1,16
20/07,1,16
21/07,1,16
22/07,1,17
23/07,1,17
24/07,1,18
25/07,1,18
26/07,1,18
27/07,1,19
28/07,1,19
29/07,1,19
30/07,2,19
31/07,2,21
01/08,3,21
02/08,4,22
03/08,5,23
04/08,6,24
05/08,7,25
06/08,9,26
07/08,10,29
08/08,10,30
09/08,15,30
10/08,18,36
11/08,20,39
12/08,21,41
13/08,23,43
14/08,25,45
15/08,26,47
16/08,28,49
17/08,31,51
18/08,34,54
19/08,36,58
20/08,37,60
21/08,40,84
22/08,43,106
23/08,46,127
24/08,47,147
25/08,,166
26/08,,185
27/08,,203
28/08,,220
29/08,,236
30/08,,253
31/08,,268
