Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,1,1
05/07,2,2
06/07,2,2
07/07,2,2
08/07,2,2
09/07,2,14
10/07,3,14
11/07,3,16
12/07,4,16
13/07,5,18
14/07,6,19
15/07,7,21
16/07,7,22
17/07,8,23
18/07,9,24
19/07,9,26
20/07,10,26
21/07,13,27
22/07,14,31
23/07,20,33
24/07,23,40
25/07,28,44
26/07,33,50
27/07,36,57
28/07,37,61
29/07,44,62
30/07,49,69
31/07,53,74
01/08,69,79
02/08,81,95
03/08,90,107
04/08,106,117
05/08,115,133
06/08,123,142
07/08,131,150
08/08,142,158
09/08,153,169
10/08,167,181
11/08,177,195
12/08,187,205
13/08,198,216
14/08,206,227
15/08,227,235
16/08,240,257
17/08,256,270
18/08,272,287
19/08,287,303
20/08,303,318
21/08,317,350
22/08,320,380
23/08,351,410
24/08,360,439
25/08,,468
26/08,,496
27/08,,524
28/08,,551
29/08,,578
30/08,,604
31/08,,630
