Date,Real,Predict
29/06,11,11
30/06,12,12
01/07,12,12
02/07,13,13
03/07,18,18
04/07,51,51
05/07,59,59
06/07,75,75
07/07,91,91
08/07,94,94
09/07,94,129
10/07,95,129
11/07,96,131
12/07,100,132
13/07,104,138
14/07,113,143
15/07,154,156
16/07,159,197
17/07,164,205
18/07,170,212
19/07,185,220
20/07,199,240
21/07,221,257
22/07,262,280
23/07,369,323
24/07,529,431
25/07,544,595
26/07,626,610
27/07,641,695
28/07,903,711
29/07,1091,968
30/07,1265,1155
31/07,1303,1328
01/08,1632,1366
02/08,1843,1692
03/08,1989,1902
04/08,2009,2047
05/08,2153,2067
06/08,2215,2210
07/08,2330,2272
08/08,2416,2386
09/08,2475,2471
10/08,2525,2531
11/08,2558,2580
12/08,2722,2613
13/08,2749,2779
14/08,2959,2806
15/08,3036,3014
16/08,3059,3092
17/08,3181,3115
18/08,3192,3236
19/08,3381,3247
20/08,3458,3437
21/08,3554,3492
22/08,3568,3545
23/08,3624,3596
24/08,3670,3645
25/08,,3693
26/08,,3739
27/08,,3783
28/08,,3825
29/08,,3867
30/08,,3906
31/08,,3945
