Date,Real,Predict
29/06,8,8
30/06,11,11
01/07,12,12
02/07,13,13
03/07,15,15
04/07,31,31
05/07,39,39
06/07,54,54
07/07,57,57
08/07,60,60
09/07,61,95
10/07,63,97
11/07,66,101
12/07,71,107
13/07,73,115
14/07,78,117
15/07,125,124
16/07,130,172
17/07,140,180
18/07,152,194
19/07,161,212
20/07,177,224
21/07,256,243
22/07,270,328
23/07,373,343
24/07,483,447
25/07,543,560
26/07,658,622
27/07,728,743
28/07,857,818
29/07,1056,944
30/07,1161,1142
31/07,1238,1246
01/08,1348,1323
02/08,1426,1432
03/08,1505,1510
04/08,1613,1588
05/08,1660,1695
06/08,1770,1742
07/08,1879,1852
08/08,1957,1959
09/08,2048,2037
10/08,2195,2129
11/08,2279,2275
12/08,2324,2360
13/08,2416,2405
14/08,2499,2497
15/08,2626,2580
16/08,2773,2709
17/08,2908,2855
18/08,2989,2989
19/08,3070,3071
20/08,3178,3152
21/08,3208,3260
22/08,3294,3290
23/08,3353,3379
24/08,3413,3440
25/08,3463,3501
26/08,3485,3553
27/08,3539,3575
28/08,3564,3631
29/08,3593,3720
30/08,3647,3808
31/08,3724,3898
01/09,3794,3992
02/09,3891,4092
03/09,,4199
04/09,,4315
05/09,,4441
06/09,,4580
07/09,,4731
08/09,,4896
09/09,,5075
10/09,,5269
11/09,,5479
12/09,,5704
