Date,Real,Predict
30/06,21,21
01/07,36,36
02/07,96,96
03/07,1,1
04/07,61,61
05/07,101,101
06/07,0,0
07/07,0,0
08/07,0,0
09/07,2,0
10/07,21,2
11/07,56,22
12/07,96,56
13/07,2,95
14/07,64,18
15/07,96,71
16/07,55,107
17/07,4,66
18/07,55,20
19/07,47,64
20/07,46,44
21/07,33,52
22/07,44,28
23/07,64,43
24/07,75,56
25/07,7,71
26/07,44,7
27/07,58,44
28/07,39,60
29/07,37,32
30/07,32,35
31/07,95,30
01/08,57,85
02/08,71,52
03/08,57,63
04/08,53,51
05/08,56,47
06/08,15,51
07/08,11,15
08/08,16,10
09/08,11,14
10/08,103,10
11/08,9,94
12/08,136,8
13/08,26,126
14/08,87,24
15/08,76,78
16/08,70,71
17/08,28,62
18/08,148,25
19/08,83,136
20/08,80,77
21/08,104,73
22/08,120,96
23/08,46,114
24/08,159,50
25/08,132,170
26/08,113,127
27/08,183,107
28/08,56,176
29/08,55,57
30/08,72,57
31/08,91,70
01/09,80,86
02/09,161,-71
03/09,112,-80
04/09,185,-87
05/09,344,-91
06/09,134,-94
07/09,,-93
08/09,,-87
09/09,,-73
10/09,,-44
11/09,,-15
12/09,,1
13/09,,-6
14/09,,-32
15/09,,-36
16/09,,-36
