Date,Real,Predict
29/06,489,489
30/06,514,514
01/07,8,8
02/07,80,80
03/07,37,37
04/07,128,128
05/07,90,90
06/07,94,94
07/07,255,255
08/07,36,36
09/07,7,1
10/07,32,40
11/07,10,45
12/07,77,14
13/07,41,90
14/07,124,41
15/07,77,128
16/07,91,82
17/07,60,96
18/07,99,65
19/07,174,100
20/07,93,183
21/07,74,101
22/07,116,80
23/07,189,121
24/07,347,189
25/07,31,345
26/07,234,48
27/07,49,242
28/07,226,60
29/07,223,213
30/07,228,217
31/07,50,223
01/08,379,52
02/08,279,362
03/08,193,264
04/08,24,179
05/08,183,23
06/08,87,173
07/08,134,84
08/08,117,128
09/08,105,108
10/08,66,99
11/08,53,64
12/08,288,52
13/08,44,279
14/08,256,45
15/08,159,246
16/08,28,156
17/08,169,28
18/08,17,164
19/08,317,19
20/08,116,303
21/08,153,113
22/08,34,149
23/08,142,35
24/08,103,153
25/08,203,125
26/08,33,202
27/08,362,41
28/08,217,365
29/08,539,54
30/08,226,38
31/08,311,32
01/09,459,37
02/09,507,28
03/09,,16
04/09,,17
05/09,,23
06/09,,31
07/09,,51
08/09,,86
09/09,,133
10/09,,185
11/09,,245
12/09,,306
