Date,Real,Predict
29/06,43,43
30/06,47,47
01/07,45,45
02/07,39,39
03/07,32,32
04/07,12,12
05/07,5,5
06/07,5,5
07/07,4,4
08/07,4,4
09/07,3,4
10/07,2,3
11/07,2,2
12/07,4,2
13/07,6,5
14/07,5,7
15/07,6,6
16/07,7,7
17/07,6,9
18/07,6,7
19/07,6,7
20/07,6,7
21/07,6,8
22/07,8,7
23/07,9,9
24/07,9,11
25/07,10,12
26/07,13,12
27/07,13,16
28/07,13,16
29/07,14,15
30/07,16,17
31/07,13,19
01/08,14,16
02/08,16,16
03/08,14,19
04/08,15,17
05/08,22,17
06/08,31,25
07/08,45,36
08/08,48,51
09/08,85,55
10/08,95,95
11/08,97,105
12/08,122,108
13/08,151,136
14/08,121,167
15/08,136,135
16/08,131,152
17/08,103,147
18/08,102,116
19/08,98,116
20/08,82,113
21/08,79,94
22/08,77,92
23/08,62,90
24/08,108,73
25/08,136,127
26/08,165,160
27/08,203,192
28/08,252,235
29/08,215,287
30/08,,245
31/08,,278
01/09,,312
02/09,,342
03/09,,375
04/09,,409
05/09,,445
06/09,,482
07/09,,523
08/09,,549
09/09,,576
10/09,,606
