Date,Real,Predict
02/07,50,50
03/07,60,60
04/07,62,62
05/07,52,52
06/07,48,48
07/07,25,25
08/07,12,12
09/07,11,11
10/07,9,9
11/07,6,6
12/07,6,8
13/07,5,8
14/07,6,7
15/07,10,7
16/07,12,12
17/07,12,15
18/07,16,15
19/07,18,20
20/07,19,22
21/07,21,24
22/07,22,26
23/07,23,27
24/07,22,28
25/07,19,26
26/07,20,23
27/07,24,24
28/07,18,28
29/07,23,22
30/07,26,27
31/07,26,30
01/08,22,31
02/08,24,26
03/08,20,28
04/08,14,23
05/08,9,17
06/08,9,11
07/08,7,10
08/08,6,9
09/08,7,7
10/08,20,9
11/08,21,24
12/08,36,24
13/08,42,42
14/08,43,49
15/08,47,50
16/08,49,55
17/08,91,57
18/08,93,106
19/08,114,108
20/08,102,131
21/08,118,117
22/08,69,136
23/08,88,79
24/08,68,101
25/08,110,78
26/08,123,125
27/08,170,139
28/08,201,191
29/08,197,225
30/08,226,220
31/08,193,251
01/09,160,213
02/09,165,176
03/09,,195
04/09,,217
05/09,,242
06/09,,271
07/09,,305
08/09,,344
09/09,,389
10/09,,440
11/09,,499
12/09,,566
13/09,,643
14/09,,732
15/09,,833
16/09,,950
17/09,,1084
