Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,0,0
05/07,1,1
06/07,2,2
07/07,2,2
08/07,2,2
09/07,2,27
10/07,3,27
11/07,3,30
12/07,4,31
13/07,4,35
14/07,4,35
15/07,5,37
16/07,5,39
17/07,6,40
18/07,8,44
19/07,9,51
20/07,10,54
21/07,14,57
22/07,14,66
23/07,17,67
24/07,20,71
25/07,22,78
26/07,26,81
27/07,29,90
28/07,32,98
29/07,38,100
30/07,42,107
31/07,45,112
01/08,51,115
02/08,55,121
03/08,59,126
04/08,68,131
05/08,71,140
06/08,80,143
07/08,86,153
08/08,93,160
09/08,104,167
10/08,119,180
11/08,130,195
12/08,135,207
13/08,144,213
14/08,151,223
15/08,168,230
16/08,185,250
17/08,200,267
18/08,209,283
19/08,219,293
20/08,234,305
21/08,237,321
22/08,253,325
23/08,265,344
24/08,273,358
25/08,279,368
26/08,281,375
27/08,288,377
28/08,293,386
29/08,296,392
30/08,301,395
31/08,313,536
01/09,321,715
02/09,329,927
03/09,337,1165
04/09,,1432
05/09,,1730
06/09,,2057
07/09,,2416
08/09,,2806
09/09,,3221
10/09,,3658
