Date,Real,Predict
02/07,16,16
03/07,22,22
04/07,24,24
05/07,25,25
06/07,31,31
07/07,87,87
08/07,92,92
09/07,95,95
10/07,97,97
11/07,98,98
12/07,101,117
13/07,105,121
14/07,109,126
15/07,114,131
16/07,119,137
17/07,133,142
18/07,177,158
19/07,178,201
20/07,183,202
21/07,190,208
22/07,194,216
23/07,211,220
24/07,271,238
25/07,313,298
26/07,529,339
27/07,642,550
28/07,785,661
29/07,933,801
30/07,1014,947
31/07,1056,1027
01/08,1276,1067
02/08,1408,1280
03/08,1520,1408
04/08,1834,1517
05/08,2064,1822
06/08,2239,2045
07/08,2447,2215
08/08,2577,2417
09/08,2676,2543
10/08,2818,2638
11/08,2946,2776
12/08,3037,2900
13/08,3176,2989
14/08,3253,3125
15/08,3351,3200
16/08,3459,3296
17/08,3553,3402
18/08,3710,3493
19/08,3822,3646
20/08,3965,3754
21/08,4108,3893
22/08,4232,4032
23/08,4349,4153
24/08,4481,4266
25/08,4496,4395
26/08,4646,4410
27/08,4712,4557
28/08,4880,4623
29/08,4993,4787
30/08,5105,4897
31/08,5247,5007
01/09,5396,5145
02/09,5505,5292
03/09,5589,5398
04/09,5713,5315
05/09,5876,5252
06/09,6227,5203
07/09,6276,5163
08/09,,5134
09/09,,5102
10/09,,5055
11/09,,4999
12/09,,4941
13/09,,4902
14/09,,4892
