Date,Real,Predict
02/07,126,126
03/07,99,99
04/07,99,99
05/07,99,99
06/07,35,35
07/07,11,11
08/07,17,17
09/07,16,16
10/07,14,14
11/07,13,13
12/07,21,20
13/07,12,31
14/07,15,18
15/07,28,23
16/07,42,41
17/07,37,62
18/07,42,55
19/07,50,62
20/07,43,74
21/07,37,63
22/07,37,54
23/07,42,53
24/07,37,60
25/07,44,53
26/07,47,62
27/07,54,67
28/07,46,75
29/07,50,64
30/07,52,69
31/07,57,72
01/08,60,78
02/08,68,80
03/08,66,93
04/08,58,88
05/08,49,78
06/08,49,66
07/08,50,65
08/08,50,68
09/08,56,69
10/08,58,78
11/08,54,82
12/08,55,78
13/08,58,80
14/08,56,86
15/08,55,83
16/08,60,81
17/08,62,88
18/08,67,92
19/08,71,100
20/08,78,105
21/08,82,115
22/08,73,122
23/08,73,108
24/08,75,108
25/08,77,111
26/08,69,114
27/08,75,102
28/08,69,111
29/08,61,102
30/08,49,90
31/08,44,72
01/09,46,65
02/09,44,67
03/09,,64
04/09,,91
05/09,,122
06/09,,152
07/09,,182
08/09,,211
09/09,,239
10/09,,268
11/09,,298
12/09,,332
13/09,,376
14/09,,433
