Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,1,1
05/07,1,1
06/07,1,1
07/07,1,1
08/07,1,1
09/07,2,26
10/07,3,29
11/07,3,33
12/07,3,34
13/07,3,35
14/07,4,35
15/07,4,39
16/07,5,39
17/07,6,43
18/07,8,46
19/07,8,53
20/07,9,55
21/07,10,61
22/07,12,63
23/07,13,70
24/07,16,71
25/07,18,78
26/07,20,82
27/07,21,87
28/07,24,91
29/07,31,93
30/07,35,101
31/07,36,106
01/08,41,107
02/08,47,112
03/08,51,119
04/08,62,124
05/08,64,135
06/08,76,137
07/08,81,151
08/08,88,156
09/08,101,164
10/08,117,179
11/08,128,196
12/08,137,208
13/08,154,219
14/08,175,239
15/08,185,261
16/08,204,273
17/08,231,292
18/08,246,321
19/08,266,338
20/08,283,361
21/08,305,379
22/08,316,404
23/08,340,418
24/08,357,447
25/08,384,468
26/08,411,504
27/08,439,535
28/08,477,571
29/08,511,620
30/08,542,643
31/08,589,663
01/09,612,795
02/09,640,937
03/09,661,1088
04/09,690,1250
05/09,,1420
06/09,,1598
07/09,,1784
08/09,,1976
09/09,,2174
10/09,,2379
11/09,,2590
