Date,Real,Predict
30/06,38,38
01/07,49,49
02/07,112,112
03/07,23,23
04/07,40,40
05/07,125,125
06/07,4,4
07/07,36,36
08/07,13,13
09/07,12,-15
10/07,30,14
11/07,18,28
12/07,111,17
13/07,25,112
14/07,55,28
15/07,111,51
16/07,95,109
17/07,67,93
18/07,97,63
19/07,114,94
20/07,19,114
21/07,140,22
22/07,91,136
23/07,74,88
24/07,61,70
25/07,147,58
26/07,196,138
27/07,202,192
28/07,35,198
29/07,254,33
30/07,98,244
31/07,134,96
01/08,217,131
02/08,186,213
03/08,157,180
04/08,176,151
05/08,148,170
06/08,150,145
07/08,196,145
08/08,192,195
09/08,124,205
10/08,140,135
11/08,165,151
12/08,188,171
13/08,179,190
14/08,140,166
15/08,222,135
16/08,117,218
17/08,133,112
18/08,153,151
19/08,168,170
20/08,169,156
21/08,102,170
22/08,286,84
23/08,230,288
24/08,97,219
25/08,259,123
26/08,33,279
27/08,291,52
28/08,202,273
29/08,294,186
30/08,350,351
31/08,178,328
01/09,239,188
02/09,181,1952
03/09,697,16077
04/09,276,54184
05/09,307,-263806
06/09,343,-55065033
07/09,,-432093886738290
08/09,,-175720142524654116169635256045416742912
