Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,0,0
05/07,0,0
06/07,1,1
07/07,1,1
08/07,2,2
09/07,2,3
10/07,3,3
11/07,3,4
12/07,3,4
13/07,3,4
14/07,3,4
15/07,3,4
16/07,4,4
17/07,6,6
18/07,8,8
19/07,9,10
20/07,10,11
21/07,12,12
22/07,14,14
23/07,15,16
24/07,17,17
25/07,18,20
26/07,20,21
27/07,22,23
28/07,24,25
29/07,29,27
30/07,35,32
31/07,43,38
01/08,52,46
02/08,65,55
03/08,76,68
04/08,92,79
05/08,99,95
06/08,116,102
07/08,130,119
08/08,145,133
09/08,158,148
10/08,188,162
11/08,211,192
12/08,225,215
13/08,242,229
14/08,248,246
15/08,271,252
16/08,281,275
17/08,302,285
18/08,316,306
19/08,330,320
20/08,337,334
21/08,353,341
22/08,389,357
23/08,394,394
24/08,407,399
25/08,430,412
26/08,434,435
27/08,453,439
28/08,458,458
29/08,464,464
30/08,477,469
31/08,504,473
01/09,525,478
02/09,541,482
03/09,,485
04/09,,489
05/09,,492
06/09,,495
07/09,,498
08/09,,501
09/09,,504
10/09,,506
11/09,,509
12/09,,511
