Date,Real,Predict
29/06,126,126
30/06,99,99
01/07,99,99
02/07,99,99
03/07,35,35
04/07,11,11
05/07,17,17
06/07,16,16
07/07,14,14
08/07,13,13
09/07,21,24
10/07,12,37
11/07,15,22
12/07,28,28
13/07,42,50
14/07,37,75
15/07,42,67
16/07,50,76
17/07,43,90
18/07,37,77
19/07,37,66
20/07,42,65
21/07,37,74
22/07,44,66
23/07,47,77
24/07,54,83
25/07,46,95
26/07,50,80
27/07,52,87
28/07,57,91
29/07,60,100
30/07,68,103
31/07,66,118
01/08,58,113
02/08,49,101
03/08,49,85
04/08,50,84
05/08,50,87
06/08,56,86
07/08,58,97
08/08,54,100
09/08,55,94
10/08,58,94
11/08,56,100
12/08,55,98
13/08,60,95
14/08,62,103
15/08,67,107
16/08,71,116
17/08,78,123
18/08,82,135
19/08,73,142
20/08,73,126
21/08,75,126
22/08,77,130
23/08,69,134
24/08,75,119
25/08,69,130
26/08,61,119
27/08,49,105
28/08,44,85
29/08,46,76
30/08,44,78
31/08,43,75
01/09,,128
02/09,,213
03/09,,351
04/09,,573
05/09,,924
06/09,,1474
07/09,,2325
08/09,,3624
09/09,,5575
10/09,,8445
11/09,,12553
12/09,,18220
13/09,,25659
14/09,,34772
15/09,,44916
