Date,Real,Predict
29/06,8,8
30/06,8,8
01/07,13,13
02/07,14,14
03/07,16,16
04/07,20,20
05/07,28,28
06/07,29,29
07/07,30,30
08/07,30,30
09/07,30,98
10/07,30,98
11/07,48,98
12/07,54,135
13/07,56,148
14/07,57,151
15/07,117,153
16/07,118,213
17/07,121,215
18/07,126,220
19/07,132,230
20/07,145,240
21/07,149,257
22/07,193,261
23/07,236,308
24/07,282,351
25/07,392,398
26/07,398,510
27/07,459,517
28/07,475,584
29/07,677,599
30/07,711,793
31/07,746,826
01/08,782,860
02/08,853,895
03/08,917,963
04/08,1050,1025
05/08,1100,1153
06/08,1196,1201
07/08,1241,1294
08/08,1313,1338
09/08,1393,1407
10/08,1505,1487
11/08,1623,1595
12/08,1797,1711
13/08,1828,1884
14/08,2007,1915
15/08,2011,2087
16/08,2167,2091
17/08,2233,2240
18/08,2353,2304
19/08,2360,2422
20/08,2365,2429
21/08,2581,2479
22/08,2664,2510
23/08,2671,2527
24/08,2778,2530
25/08,,2521
26/08,,2503
27/08,,2477
28/08,,2444
29/08,,2405
30/08,,2362
31/08,,2314
