Date,Real,Predict
29/06,179,179
30/06,220,220
01/07,238,238
02/07,255,255
03/07,327,327
04/07,445,445
05/07,489,489
06/07,608,608
07/07,685,685
08/07,761,761
09/07,847,2643
10/07,896,2848
11/07,980,3050
12/07,1086,3289
13/07,1269,3584
14/07,1437,3946
15/07,2209,4324
16/07,2364,5111
17/07,2608,5530
18/07,2830,6062
19/07,3139,6608
20/07,3726,7254
21/07,4905,8147
22/07,6490,9538
23/07,8536,11310
24/07,10767,13369
25/07,12654,15715
26/07,14766,17669
27/07,16721,20046
28/07,21075,22355
29/07,24926,26308
30/07,28054,29938
31/07,30879,32927
01/08,34370,35634
02/08,37574,38908
03/08,40699,41972
04/08,43475,44962
05/08,46516,47565
06/08,49339,50450
07/08,52672,53165
08/08,55495,56293
09/08,57701,58992
10/08,60665,61197
11/08,62707,64010
12/08,64856,66013
13/08,67031,68157
14/08,70448,70291
15/08,72594,73508
16/08,75310,75718
17/08,77871,78264
18/08,80162,80711
19/08,82762,82958
20/08,84980,85525
21/08,87526,87665
22/08,89268,90150
23/08,90939,91988
24/08,93010,93770
25/08,95319,95915
26/08,97440,98339
27/08,99676,100463
28/08,102319,102838
29/08,104565,105209
30/08,106937,106931
31/08,109990,108139
01/09,112689,108974
02/09,116058,109556
03/09,,110022
04/09,,110533
05/09,,111283
06/09,,112506
07/09,,114497
08/09,,117605
09/09,,122220
10/09,,128750
11/09,,137557
12/09,,148874
