Date,Real,Predict
29/06,8,8
30/06,8,8
01/07,13,13
02/07,14,14
03/07,16,16
04/07,20,20
05/07,28,28
06/07,29,29
07/07,30,30
08/07,30,30
09/07,30,166
10/07,30,167
11/07,48,167
12/07,54,223
13/07,56,242
14/07,57,245
15/07,117,248
16/07,118,307
17/07,121,311
18/07,126,318
19/07,132,332
20/07,145,347
21/07,149,367
22/07,193,372
23/07,236,421
24/07,282,462
25/07,392,509
26/07,398,619
27/07,459,625
28/07,475,697
29/07,677,710
30/07,711,891
31/07,746,922
01/08,782,954
02/08,853,986
03/08,917,1050
04/08,1050,1108
05/08,1100,1225
06/08,1196,1270
07/08,1241,1358
08/08,1313,1398
09/08,1393,1463
10/08,1505,1540
11/08,1623,1640
12/08,1797,1751
13/08,1828,1917
14/08,2007,1946
15/08,2011,2106
16/08,2167,2110
17/08,2233,2248
18/08,2353,2308
19/08,2360,2421
20/08,2365,2427
21/08,2581,2432
22/08,2664,2634
23/08,2671,2719
24/08,2778,2726
25/08,2854,2835
26/08,2911,2913
27/08,2979,2968
28/08,3050,3038
29/08,3112,3109
30/08,3155,3259
31/08,3221,3475
01/09,3264,3735
02/09,3291,4024
03/09,3335,4330
04/09,,4642
05/09,,4953
06/09,,5257
07/09,,5549
08/09,,5828
09/09,,6090
10/09,,6335
11/09,,6564
12/09,,6776
13/09,,6972
