Date,Real,Predict
29/06,70,70
30/06,87,87
01/07,40,40
02/07,24,24
03/07,21,21
04/07,18,18
05/07,1,1
06/07,20,20
07/07,24,24
08/07,25,25
09/07,25,33
10/07,30,33
11/07,11,40
12/07,7,15
13/07,8,10
14/07,9,11
15/07,5,12
16/07,7,7
17/07,5,9
18/07,5,7
19/07,5,6
20/07,7,7
21/07,7,10
22/07,8,10
23/07,8,11
24/07,7,10
25/07,10,9
26/07,8,13
27/07,7,11
28/07,8,10
29/07,9,10
30/07,17,13
31/07,17,22
01/08,19,22
02/08,19,25
03/08,18,25
04/08,5,24
05/08,9,6
06/08,8,12
07/08,26,11
08/08,27,34
09/08,55,37
10/08,51,73
11/08,59,68
12/08,49,79
13/08,60,65
14/08,34,80
15/08,34,45
16/08,41,46
17/08,50,55
18/08,38,68
19/08,51,50
20/08,58,68
21/08,52,77
22/08,60,69
23/08,74,81
24/08,61,100
25/08,66,82
26/08,65,89
27/08,39,87
28/08,32,52
29/08,,43
30/08,,58
31/08,,78
01/09,,105
02/09,,141
03/09,,189
04/09,,253
05/09,,338
06/09,,450
07/09,,592
08/09,,764
09/09,,965
