Date,Real,Predict
02/07,39,39
03/07,57,57
04/07,55,55
05/07,36,36
06/07,33,33
07/07,26,26
08/07,6,6
09/07,7,7
10/07,5,5
11/07,5,5
12/07,8,9
13/07,6,15
14/07,6,12
15/07,9,11
16/07,14,18
17/07,12,27
18/07,13,22
19/07,13,23
20/07,10,23
21/07,9,18
22/07,12,16
23/07,17,20
24/07,17,29
25/07,18,29
26/07,15,30
27/07,17,26
28/07,10,28
29/07,12,17
30/07,12,19
31/07,13,20
01/08,12,21
02/08,14,19
03/08,14,23
04/08,17,23
05/08,17,27
06/08,16,27
07/08,16,25
08/08,17,26
09/08,18,26
10/08,23,29
11/08,46,37
12/08,65,73
13/08,85,103
14/08,98,135
15/08,106,154
16/08,99,167
17/08,102,155
18/08,104,161
19/08,104,163
20/08,135,164
21/08,163,212
22/08,156,255
23/08,164,244
24/08,150,255
25/08,160,232
26/08,155,242
27/08,192,230
28/08,228,279
29/08,257,328
30/08,247,368
31/08,241,351
01/09,324,340
02/09,312,452
03/09,,627
04/09,,869
05/09,,1199
06/09,,1650
07/09,,2263
08/09,,3087
09/09,,4182
10/09,,5612
11/09,,7445
12/09,,9733
13/09,,12487
14/09,,15650
15/09,,19076
16/09,,22553
17/09,,25846
