Date,Real,Predict
30/06,105,105
01/07,44,44
02/07,12,12
03/07,11,11
04/07,94,94
05/07,20,20
06/07,10,10
07/07,12,12
08/07,8,8
09/07,89,0
10/07,82,89
11/07,43,81
12/07,8,42
13/07,10,7
14/07,106,10
15/07,8,105
16/07,100,6
17/07,64,100
18/07,182,64
19/07,61,181
20/07,155,60
21/07,87,155
22/07,213,86
23/07,63,212
24/07,233,62
25/07,105,232
26/07,174,105
27/07,98,173
28/07,99,97
29/07,259,97
30/07,135,257
31/07,20,134
01/08,110,17
02/08,137,109
03/08,98,135
04/08,162,96
05/08,44,160
06/08,221,42
07/08,106,220
08/08,122,106
09/08,187,122
10/08,207,187
11/08,136,205
12/08,156,136
13/08,274,160
14/08,314,277
15/08,157,318
16/08,199,159
17/08,332,204
18/08,212,326
19/08,287,208
20/08,184,285
21/08,327,192
22/08,140,327
23/08,304,148
24/08,268,320
25/08,529,280
26/08,429,534
27/08,528,431
28/08,767,523
29/08,778,757
30/08,761,769
31/08,568,753
01/09,384,562
02/09,492,876
03/09,531,5462
04/09,552,-130545
05/09,483,-1373145322
06/09,610,-13210375214300403859456
