Date,Real,Predict
29/06,11,11
30/06,12,12
01/07,12,12
02/07,13,13
03/07,18,18
04/07,51,51
05/07,59,59
06/07,75,75
07/07,91,91
08/07,94,94
09/07,94,200
10/07,95,201
11/07,96,205
12/07,100,207
13/07,104,217
14/07,113,225
15/07,154,244
16/07,159,286
17/07,164,299
18/07,170,309
19/07,185,324
20/07,199,354
21/07,221,374
22/07,262,400
23/07,369,446
24/07,529,554
25/07,544,722
26/07,626,737
27/07,641,829
28/07,903,846
29/07,1091,1088
30/07,1265,1267
31/07,1303,1435
01/08,1632,1471
02/08,1843,1783
03/08,1989,1986
04/08,2009,2127
05/08,2153,2146
06/08,2215,2284
07/08,2330,2344
08/08,2416,2453
09/08,2475,2536
10/08,2525,2596
11/08,2558,2644
12/08,2722,2676
13/08,2749,2840
14/08,2959,2867
15/08,3036,3067
16/08,3059,3146
17/08,3181,3168
18/08,3192,3285
19/08,3381,3296
20/08,3458,3484
21/08,3554,3559
22/08,3568,3653
23/08,3624,3668
24/08,3670,3728
25/08,3759,3776
26/08,3777,3869
27/08,3928,3887
28/08,4055,4048
29/08,4248,4166
30/08,4331,4281
31/08,4512,4394
01/09,4717,4502
02/09,4988,4607
03/09,,4705
04/09,,4798
05/09,,4886
06/09,,4967
07/09,,5042
08/09,,5111
09/09,,5175
10/09,,5234
11/09,,5289
12/09,,5339
