Date,Real,Predict
29/06,39,39
30/06,54,54
01/07,48,48
02/07,30,30
03/07,29,29
04/07,18,18
05/07,0,0
06/07,5,5
07/07,6,6
08/07,6,6
09/07,8,20
10/07,8,23
11/07,3,24
12/07,3,11
13/07,4,10
14/07,3,11
15/07,2,8
16/07,2,6
17/07,3,5
18/07,3,8
19/07,5,7
20/07,6,11
21/07,5,14
22/07,5,13
23/07,4,11
24/07,5,10
25/07,4,13
26/07,21,10
27/07,20,47
28/07,21,45
29/07,18,45
30/07,19,39
31/07,2,40
01/08,3,6
02/08,3,7
03/08,4,7
04/08,4,9
05/08,4,8
06/08,4,9
07/08,9,9
08/08,11,20
09/08,14,24
10/08,16,30
11/08,27,34
12/08,27,57
13/08,53,56
14/08,65,109
15/08,79,134
16/08,87,161
17/08,104,179
18/08,83,213
19/08,98,170
20/08,106,199
21/08,105,216
22/08,116,212
23/08,110,235
24/08,82,217
25/08,57,152
26/08,44,106
27/08,17,81
28/08,20,31
29/08,,57
30/08,,102
31/08,,184
01/09,,331
02/09,,591
03/09,,1049
04/09,,1830
05/09,,3103
06/09,,5011
07/09,,7488
08/09,,10040
09/09,,11904
10/09,,12783
11/09,,13057
12/09,,13126
