Date,Real,Predict
02/07,944,944
03/07,836,836
04/07,1149,1149
05/07,550,550
06/07,461,461
07/07,473,473
08/07,710,710
09/07,1201,1201
10/07,915,915
11/07,1229,499
12/07,1492,1340
13/07,1569,1473
14/07,1936,1459
15/07,1970,1840
16/07,2229,1915
17/07,1440,2262
18/07,2694,1382
19/07,3079,2737
20/07,3389,3163
21/07,3638,3460
22/07,3810,3649
23/07,3983,3720
24/07,4441,3794
25/07,3607,4272
26/07,4851,3333
27/07,3831,4555
28/07,6037,3551
29/07,6580,5750
30/07,3753,6310
31/07,4564,3251
01/08,4092,4107
02/08,3748,3731
03/08,4019,3469
04/08,4228,3696
05/08,4129,4038
06/08,3257,3948
07/08,3859,3091
08/08,3945,3628
09/08,3886,3738
10/08,3826,3557
11/08,3959,3538
12/08,3893,3738
13/08,3328,3557
14/08,3781,3105
15/08,3492,3546
16/08,4175,3243
17/08,4460,3776
18/08,3308,4228
19/08,3540,2995
20/08,3694,3217
21/08,4371,3415
22/08,3347,4037
23/08,4052,2947
24/08,4178,3578
25/08,4241,3874
26/08,4610,3810
27/08,5268,4061
28/08,3877,4911
29/08,5357,3611
30/08,5456,5075
31/08,5889,5172
01/09,5984,5751
02/09,4053,-11773
03/09,5095,-11842
04/09,5824,-10675
05/09,6259,-9119
06/09,4942,-7671
07/09,,-6372
08/09,,-5324
09/09,,-4547
10/09,,-3871
11/09,,-3277
12/09,,-3137
13/09,,-3033
14/09,,-2959
15/09,,-2906
16/09,,-2869
