Date,Real,Predict
29/06,945,945
30/06,1127,1127
01/07,61,61
02/07,353,353
03/07,193,193
04/07,221,221
05/07,276,276
06/07,40,40
07/07,42,42
08/07,42,42
09/07,135,1542
10/07,148,51
11/07,104,150
12/07,249,105
13/07,189,88
14/07,234,61
15/07,249,250
16/07,222,189
17/07,26,207
18/07,369,70
19/07,231,385
20/07,82,229
21/07,243,84
22/07,333,238
23/07,147,325
24/07,271,136
25/07,39,260
26/07,223,39
27/07,340,215
28/07,14,331
29/07,301,185
30/07,429,309
31/07,43,350
01/08,230,114
02/08,180,236
03/08,42,123
04/08,37,50
05/08,873,46
06/08,22,773
07/08,410,30
08/08,202,381
09/08,92,188
10/08,180,95
11/08,214,175
12/08,122,205
13/08,194,121
14/08,188,184
15/08,168,172
16/08,216,161
17/08,230,199
18/08,227,215
19/08,235,216
20/08,219,224
21/08,218,218
22/08,173,216
23/08,198,164
24/08,257,214
25/08,342,326
26/08,225,325
27/08,355,244
28/08,98,403
29/08,384,1144
30/08,325,1084
31/08,220,1061
01/09,22,1054
02/09,583,988
03/09,,908
04/09,,852
05/09,,805
06/09,,761
07/09,,718
08/09,,669
09/09,,621
10/09,,575
11/09,,531
12/09,,489
