Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,1,1
05/07,1,1
06/07,1,1
07/07,1,1
08/07,1,1
09/07,2,31
10/07,3,35
11/07,3,39
12/07,3,40
13/07,3,41
14/07,4,41
15/07,4,46
16/07,5,46
17/07,6,50
18/07,8,54
19/07,8,62
20/07,9,64
21/07,10,70
22/07,12,74
23/07,13,81
24/07,16,83
25/07,18,91
26/07,20,95
27/07,21,101
28/07,24,105
29/07,31,107
30/07,35,115
31/07,36,120
01/08,41,122
02/08,47,127
03/08,51,134
04/08,62,139
05/08,64,150
06/08,76,152
07/08,81,166
08/08,88,172
09/08,101,180
10/08,117,196
11/08,128,213
12/08,137,225
13/08,154,237
14/08,175,257
15/08,185,279
16/08,204,292
17/08,231,312
18/08,246,341
19/08,266,359
20/08,283,383
21/08,305,497
22/08,316,610
23/08,340,721
24/08,357,830
25/08,,938
26/08,,1044
27/08,,1149
28/08,,1253
29/08,,1356
30/08,,1459
31/08,,1560
