Date,Real,Predict
29/06,39,39
30/06,57,57
01/07,55,55
02/07,36,36
03/07,33,33
04/07,26,26
05/07,6,6
06/07,7,7
07/07,5,5
08/07,5,5
09/07,8,5
10/07,6,9
11/07,6,7
12/07,9,6
13/07,14,10
14/07,12,16
15/07,13,13
16/07,13,14
17/07,10,15
18/07,9,11
19/07,12,10
20/07,17,13
21/07,17,19
22/07,18,19
23/07,15,20
24/07,17,18
25/07,10,19
26/07,12,12
27/07,12,13
28/07,13,14
29/07,12,15
30/07,14,14
31/07,14,17
01/08,17,16
02/08,17,20
03/08,16,20
04/08,16,18
05/08,17,19
06/08,18,19
07/08,23,21
08/08,46,27
09/08,65,54
10/08,85,77
11/08,98,101
12/08,106,117
13/08,99,127
14/08,102,119
15/08,104,123
16/08,104,125
17/08,135,125
18/08,163,161
19/08,156,194
20/08,164,185
21/08,150,195
22/08,160,177
23/08,155,190
24/08,192,183
25/08,228,228
26/08,257,272
27/08,247,309
28/08,241,297
29/08,324,292
30/08,,396
31/08,,485
01/09,,579
02/09,,669
03/09,,746
04/09,,820
05/09,,917
06/09,,1057
07/09,,1252
08/09,,1511
09/09,,1884
10/09,,2401
