Date,Real,Predict
29/06,127,127
30/06,96,96
01/07,86,86
02/07,73,73
03/07,52,52
04/07,21,21
05/07,13,13
06/07,17,17
07/07,16,16
08/07,18,18
09/07,22,28
10/07,16,34
11/07,17,24
12/07,24,26
13/07,38,36
14/07,36,59
15/07,42,55
16/07,45,64
17/07,45,69
18/07,38,68
19/07,32,58
20/07,37,50
21/07,38,57
22/07,43,58
23/07,45,65
24/07,54,68
25/07,46,81
26/07,48,69
27/07,49,72
28/07,55,72
29/07,57,82
30/07,89,85
31/07,94,133
01/08,105,141
02/08,110,157
03/08,124,166
04/08,104,187
05/08,92,158
06/08,88,140
07/08,92,133
08/08,88,139
09/08,116,134
10/08,147,176
11/08,171,224
12/08,178,261
13/08,206,270
14/08,225,313
15/08,222,340
16/08,225,335
17/08,263,339
18/08,257,397
19/08,229,387
20/08,274,346
21/08,327,414
22/08,301,493
23/08,280,454
24/08,266,422
25/08,222,401
26/08,155,335
27/08,130,234
28/08,140,197
29/08,134,212
30/08,,203
31/08,,307
01/09,,464
02/09,,689
03/09,,1007
04/09,,1435
05/09,,1953
06/09,,2452
07/09,,2808
08/09,,3024
09/09,,3178
10/09,,3372
