Date,Real,Predict
29/06,11,11
30/06,12,12
01/07,12,12
02/07,13,13
03/07,18,18
04/07,51,51
05/07,59,59
06/07,75,75
07/07,91,91
08/07,94,94
09/07,94,105
10/07,95,105
11/07,96,106
12/07,100,107
13/07,104,112
14/07,113,116
15/07,154,126
16/07,159,168
17/07,164,173
18/07,170,179
19/07,185,186
20/07,199,203
21/07,221,217
22/07,262,240
23/07,369,281
24/07,529,388
25/07,544,549
26/07,626,564
27/07,641,647
28/07,903,662
29/07,1091,922
30/07,1265,1109
31/07,1303,1282
01/08,1632,1320
02/08,1843,1647
03/08,1989,1858
04/08,2009,2003
05/08,2153,2023
06/08,2215,2166
07/08,2330,2228
08/08,2416,2343
09/08,2475,2428
10/08,2525,2487
11/08,2558,2538
12/08,2722,2571
13/08,2749,2735
14/08,2959,2762
15/08,3036,2971
16/08,3059,3047
17/08,3181,3070
18/08,3192,3192
19/08,3381,3203
20/08,3458,3392
21/08,3554,3468
22/08,3568,3565
23/08,3624,3579
24/08,3670,3636
25/08,3759,3682
26/08,3777,3770
27/08,3928,3788
28/08,4084,3939
29/08,4192,4096
30/08,4410,4205
31/08,4734,4216
01/09,4936,4225
02/09,5215,4233
03/09,5296,4239
04/09,,4243
05/09,,4245
06/09,,4246
07/09,,4248
08/09,,4247
09/09,,4244
10/09,,4240
