Date,Real,Predict
29/06,8,8
30/06,8,8
01/07,13,13
02/07,14,14
03/07,16,16
04/07,20,20
05/07,28,28
06/07,29,29
07/07,30,30
08/07,30,30
09/07,30,137
10/07,30,137
11/07,48,137
12/07,54,185
13/07,56,201
14/07,57,204
15/07,117,207
16/07,118,266
17/07,121,269
18/07,126,275
19/07,132,287
20/07,145,300
21/07,149,319
22/07,193,323
23/07,236,371
24/07,282,413
25/07,392,459
26/07,398,569
27/07,459,575
28/07,475,645
29/07,677,659
30/07,711,844
31/07,746,876
01/08,782,908
02/08,853,941
03/08,917,1006
04/08,1050,1066
05/08,1100,1187
06/08,1196,1232
07/08,1241,1322
08/08,1313,1363
09/08,1393,1430
10/08,1505,1507
11/08,1623,1610
12/08,1797,1722
13/08,1828,1890
14/08,2007,1920
15/08,2011,2083
16/08,2167,2087
17/08,2233,2229
18/08,2353,2290
19/08,2360,2405
20/08,2365,2411
21/08,2581,2416
22/08,2664,2621
23/08,2671,2706
24/08,2778,2713
25/08,2854,2821
26/08,2911,2898
27/08,2979,2954
28/08,3037,3024
29/08,3107,3053
30/08,3200,3069
31/08,3259,3074
01/09,3283,3071
02/09,3306,3061
03/09,,3047
04/09,,3029
05/09,,3009
06/09,,2989
07/09,,2971
08/09,,2957
09/09,,2950
10/09,,2955
11/09,,2972
12/09,,3003
