Date,Real,Predict
29/06,76,76
30/06,64,64
01/07,54,54
02/07,50,50
03/07,42,42
04/07,11,11
05/07,12,12
06/07,16,16
07/07,25,25
08/07,25,25
09/07,26,37
10/07,29,39
11/07,26,43
12/07,20,38
13/07,27,29
14/07,27,40
15/07,19,40
16/07,28,28
17/07,26,41
18/07,24,37
19/07,28,34
20/07,34,41
21/07,32,49
22/07,38,45
23/07,39,54
24/07,37,54
25/07,34,53
26/07,28,48
27/07,37,39
28/07,46,52
29/07,46,64
30/07,47,64
31/07,47,66
01/08,30,65
02/08,15,41
03/08,13,20
04/08,10,18
05/08,11,15
06/08,11,15
07/08,14,15
08/08,15,19
09/08,20,21
10/08,35,29
11/08,55,48
12/08,90,76
13/08,128,125
14/08,160,178
15/08,178,223
16/08,195,247
17/08,160,270
18/08,160,222
19/08,147,222
20/08,191,204
21/08,186,264
22/08,223,258
23/08,228,308
24/08,228,315
25/08,184,315
26/08,190,254
27/08,171,262
28/08,137,235
29/08,,321
30/08,,432
31/08,,575
01/09,,759
02/09,,993
03/09,,1289
04/09,,1661
05/09,,2126
06/09,,2704
07/09,,3416
08/09,,4287
09/09,,5342
10/09,,6604
11/09,,8097
12/09,,9839
