Date,Real,Predict
02/07,0,0
03/07,0,0
04/07,0,0
05/07,0,0
06/07,0,0
07/07,0,0
08/07,2,2
09/07,2,2
10/07,2,2
11/07,2,2
12/07,2,46
13/07,2,47
14/07,2,48
15/07,3,49
16/07,3,54
17/07,3,55
18/07,4,57
19/07,5,61
20/07,6,66
21/07,7,69
22/07,8,74
23/07,8,80
24/07,10,81
25/07,11,87
26/07,12,90
27/07,13,93
28/07,16,95
29/07,18,101
30/07,20,109
31/07,21,117
01/08,27,118
02/08,30,126
03/08,34,129
04/08,43,135
05/08,51,145
06/08,57,154
07/08,69,162
08/08,77,174
09/08,85,183
10/08,94,193
11/08,106,203
12/08,114,216
13/08,125,226
14/08,138,238
15/08,149,254
16/08,160,268
17/08,170,281
18/08,184,292
19/08,195,310
20/08,206,322
21/08,217,334
22/08,229,347
23/08,245,362
24/08,252,379
25/08,274,388
26/08,292,416
27/08,298,440
28/08,311,448
29/08,313,466
30/08,329,469
31/08,339,492
01/09,352,506
02/09,366,527
03/09,381,550
04/09,395,725
05/09,405,892
06/09,433,1051
07/09,447,1203
08/09,,1347
09/09,,1483
10/09,,1613
11/09,,1736
12/09,,1854
13/09,,1966
14/09,,2073
