Date,Real,Predict
29/06,11358,11358
30/06,12302,12302
01/07,836,836
02/07,1149,1149
03/07,550,550
04/07,461,461
05/07,473,473
06/07,710,710
07/07,1201,1201
08/07,915,915
09/07,1229,15181
10/07,1492,1230
11/07,1569,1479
12/07,1936,1545
13/07,1970,1912
14/07,2229,1947
15/07,1440,2213
16/07,2694,1418
17/07,3079,2670
18/07,3389,3055
19/07,3638,3381
20/07,3810,3615
21/07,3983,3715
22/07,4441,3870
23/07,3607,4325
24/07,4851,3470
25/07,3831,4692
26/07,6037,3735
27/07,6580,5913
28/07,3753,6434
29/07,4564,3564
30/07,4092,4394
31/07,3748,3927
01/08,4019,3657
02/08,4228,3917
03/08,4129,4156
04/08,3257,4034
05/08,3859,3254
06/08,3945,3799
07/08,3886,3781
08/08,3826,3734
09/08,3959,3704
10/08,3893,3824
11/08,3328,3723
12/08,3781,3172
13/08,3492,3609
14/08,4175,3293
15/08,4460,3946
16/08,3308,4284
17/08,3540,3145
18/08,3694,3397
19/08,4371,3581
20/08,3347,4248
21/08,4052,3227
22/08,4178,3961
23/08,4241,4096
24/08,4610,4148
25/08,5268,4490
26/08,3877,5093
27/08,5357,3730
28/08,5456,5206
29/08,1447,5307
30/08,1555,1408
31/08,1525,1538
01/09,1613,9696
02/09,2345,9717
03/09,2406,9652
04/09,1908,9517
05/09,,9354
06/09,,8950
07/09,,8553
08/09,,8199
09/09,,7937
10/09,,7958
11/09,,7960
