Date,Real,Predict
29/06,105,105
30/06,126,126
01/07,36,36
02/07,96,96
03/07,1,1
04/07,61,61
05/07,101,101
06/07,0,0
07/07,0,0
08/07,0,0
09/07,2,-1
10/07,21,2
11/07,56,22
12/07,96,56
13/07,2,95
14/07,64,17
15/07,96,67
16/07,55,91
17/07,4,59
18/07,55,11
19/07,47,61
20/07,46,58
21/07,33,51
22/07,44,38
23/07,64,47
24/07,75,61
25/07,7,73
26/07,44,9
27/07,58,44
28/07,39,59
29/07,37,30
30/07,32,35
31/07,95,28
01/08,57,82
02/08,71,48
03/08,57,61
04/08,53,49
05/08,56,44
06/08,15,48
07/08,11,14
08/08,16,10
09/08,11,14
10/08,103,10
11/08,9,88
12/08,136,8
13/08,26,121
14/08,87,23
15/08,76,73
16/08,70,69
17/08,28,58
18/08,148,24
19/08,83,129
20/08,80,73
21/08,104,69
22/08,120,91
23/08,46,110
24/08,159,46
25/08,132,143
26/08,113,120
27/08,183,105
28/08,15,173
29/08,130,-183
30/08,78,-171
31/08,184,-157
01/09,72,-145
02/09,210,-134
03/09,,-122
04/09,,-107
05/09,,-94
06/09,,-81
07/09,,-69
08/09,,-60
09/09,,-52
10/09,,-44
11/09,,-38
12/09,,-33
