Date,Real,Predict
29/06,179,179
30/06,220,220
01/07,238,238
02/07,255,255
03/07,327,327
04/07,445,445
05/07,489,489
06/07,608,608
07/07,685,685
08/07,761,761
09/07,847,1141
10/07,896,1250
11/07,980,1329
12/07,1086,1444
13/07,1269,1587
14/07,1437,1804
15/07,2209,2013
16/07,2364,2788
17/07,2608,2994
18/07,2830,3294
19/07,3139,3579
20/07,3726,3952
21/07,4905,4596
22/07,6490,5813
23/07,8536,7433
24/07,10767,9479
25/07,12654,11728
26/07,14766,13627
27/07,16721,15789
28/07,21075,17808
29/07,24926,22082
30/07,28054,25891
31/07,30879,28993
01/08,34370,31798
02/08,37574,35248
03/08,40699,38429
04/08,43475,41528
05/08,46516,44276
06/08,49339,47292
07/08,52672,50093
08/08,55495,53386
09/08,57701,56185
10/08,60665,58391
11/08,62707,61324
12/08,64856,63357
13/08,67031,65504
14/08,70448,67667
15/08,72594,71042
16/08,75310,73198
17/08,77871,75879
18/08,80162,78417
19/08,82762,80700
20/08,84980,83293
21/08,87526,85496
22/08,89268,88032
23/08,90939,89794
24/08,93010,91488
25/08,95319,93576
26/08,97440,95903
27/08,99676,98021
28/08,102319,100278
29/08,104565,102932
30/08,106937,105125
31/08,109990,107448
01/09,112689,108098
02/09,115744,108870
03/09,119916,109738
04/09,122182,110687
05/09,,111704
06/09,,112784
07/09,,113923
08/09,,115130
09/09,,116389
10/09,,117715
11/09,,119106
