Date,Real,Predict
29/06,20,20
30/06,21,21
01/07,22,22
02/07,25,25
03/07,40,40
04/07,65,65
05/07,82,82
06/07,91,91
07/07,101,101
08/07,114,114
09/07,115,343
10/07,116,345
11/07,124,349
12/07,134,377
13/07,145,411
14/07,153,436
15/07,250,458
16/07,257,557
17/07,265,580
18/07,274,600
19/07,275,627
20/07,277,629
21/07,397,632
22/07,467,781
23/07,546,863
24/07,598,942
25/07,702,997
26/07,796,1106
27/07,882,1216
28/07,1127,1323
29/07,1315,1536
30/07,1453,1709
31/07,1601,1838
01/08,1901,1976
02/08,2111,2250
03/08,2315,2446
04/08,2551,2636
05/08,2840,2851
06/08,2961,3118
07/08,3305,3232
08/08,3456,3546
09/08,3624,3687
10/08,3888,3854
11/08,4089,4099
12/08,4228,4294
13/08,4374,4432
14/08,4583,4574
15/08,4796,4765
16/08,5008,4986
17/08,5258,5179
18/08,5408,5412
19/08,5575,5558
20/08,5804,5721
21/08,5984,5939
22/08,6260,6113
23/08,6382,6410
24/08,6656,6543
25/08,6775,6832
26/08,6846,6959
27/08,6890,7031
28/08,7024,7079
29/08,7032,7218
30/08,7032,7228
31/08,7032,7228
01/09,7032,7314
02/09,7032,7314
03/09,7032,7246
04/09,7032,7120
05/09,7032,6950
06/09,,6746
07/09,,6518
08/09,,6273
09/09,,6019
10/09,,5762
11/09,,5504
12/09,,5251
13/09,,5006
14/09,,4770
15/09,,4545
