Date,Real,Predict
03/07,159,159
04/07,177,177
05/07,170,170
06/07,127,127
07/07,91,91
08/07,56,56
09/07,14,14
10/07,25,25
11/07,28,28
12/07,29,29
13/07,25,38
14/07,28,33
15/07,19,36
16/07,18,26
17/07,19,24
18/07,16,25
19/07,15,21
20/07,13,19
21/07,11,17
22/07,25,15
23/07,24,33
24/07,27,32
25/07,25,36
26/07,36,33
27/07,21,47
28/07,24,28
29/07,31,32
30/07,33,41
31/07,24,44
01/08,27,32
02/08,27,35
03/08,16,35
04/08,19,21
05/08,18,25
06/08,19,24
07/08,20,25
08/08,21,26
09/08,20,28
10/08,22,26
11/08,30,29
12/08,35,40
13/08,43,46
14/08,40,56
15/08,38,52
16/08,32,50
17/08,35,41
18/08,38,47
19/08,62,50
20/08,84,82
21/08,102,110
22/08,127,133
23/08,139,167
24/08,164,182
25/08,184,215
26/08,188,242
27/08,200,247
28/08,174,264
29/08,123,230
30/08,80,162
31/08,50,105
01/09,0,66
02/09,0,0
03/09,0,0
04/09,,0
05/09,,0
06/09,,0
07/09,,0
08/09,,0
09/09,,0
10/09,,0
11/09,,0
12/09,,0
13/09,,0
14/09,,0
15/09,,0
