Date,Real,Predict
29/06,8,8
30/06,9,9
01/07,9,9
02/07,11,11
03/07,12,12
04/07,15,15
05/07,21,21
06/07,26,26
07/07,29,29
08/07,33,33
09/07,40,338
10/07,51,364
11/07,59,399
12/07,76,431
13/07,103,479
14/07,114,539
15/07,128,584
16/07,144,609
17/07,173,668
18/07,211,750
19/07,234,841
20/07,257,919
21/07,315,992
22/07,365,1093
23/07,424,1190
24/07,479,1277
25/07,545,1380
26/07,614,1480
27/07,684,1618
28/07,799,1767
29/07,914,1870
30/07,1043,1996
31/07,1149,2140
01/08,1324,2259
02/08,1495,2440
03/08,1659,2625
04/08,1877,2804
05/08,2093,3028
06/08,2312,3254
07/08,2497,3486
08/08,2732,3673
09/08,3001,3914
10/08,3309,4199
11/08,3570,4509
12/08,3795,4782
13/08,4018,5027
14/08,4303,5265
15/08,4585,5554
16/08,4900,5865
17/08,5185,6191
18/08,5440,6503
19/08,5747,6797
20/08,6059,7143
21/08,6337,7480
22/08,6658,7779
23/08,6998,8131
24/08,7290,8508
25/08,7556,8836
26/08,7798,9151
27/08,8085,9423
28/08,8356,9763
29/08,8612,10077
30/08,8857,10389
31/08,9192,10687
01/09,9495,11034
02/09,9832,12620
03/09,10082,13996
04/09,10338,15205
05/09,10560,16283
06/09,10793,17265
07/09,,18180
08/09,,19057
09/09,,19923
10/09,,20805
11/09,,21731
12/09,,22730
13/09,,23834
14/09,,25077
15/09,,26498
16/09,,28141
17/09,,30053
18/09,,32290
19/09,,34915
20/09,,37997
21/09,,41612
22/09,,45848
23/09,,50795
24/09,,56551
25/09,,63219
26/09,,70903
