Date,Real,Predict
29/06,1218,1218
30/06,1351,1351
01/07,79,79
02/07,67,67
03/07,45,45
04/07,218,218
05/07,57,57
06/07,16,16
07/07,38,38
08/07,11,11
09/07,47,-6
10/07,126,46
11/07,77,135
12/07,83,82
13/07,49,82
14/07,180,52
15/07,83,188
16/07,23,82
17/07,61,35
18/07,105,69
19/07,43,110
20/07,109,51
21/07,202,111
22/07,119,218
23/07,381,132
24/07,246,376
25/07,290,246
26/07,424,288
27/07,274,421
28/07,36,275
29/07,261,41
30/07,173,256
31/07,149,170
01/08,361,147
02/08,303,349
03/08,231,291
04/08,244,219
05/08,165,232
06/08,138,158
07/08,165,132
08/08,174,157
09/08,163,166
10/08,183,157
11/08,125,175
12/08,172,121
13/08,173,166
14/08,115,167
15/08,327,110
16/08,136,317
17/08,197,130
18/08,231,189
19/08,208,222
20/08,177,202
21/08,210,170
22/08,35,202
23/08,381,35
24/08,146,372
25/08,384,142
26/08,207,377
27/08,268,205
28/08,255,266
29/08,293,-115
30/08,118,-131
31/08,233,-146
01/09,246,-159
02/09,228,-169
03/09,,-176
04/09,,-182
05/09,,-188
06/09,,-192
07/09,,-195
08/09,,-197
09/09,,-198
10/09,,-199
11/09,,-198
12/09,,-197
