Date,Real,Predict
30/06,944,944
01/07,836,836
02/07,1149,1149
03/07,550,550
04/07,461,461
05/07,473,473
06/07,710,710
07/07,1201,1201
08/07,915,915
09/07,1229,-70
10/07,1492,1256
11/07,1569,1444
12/07,1936,1589
13/07,1970,1932
14/07,2229,1927
15/07,1440,2226
16/07,2694,1363
17/07,3079,2663
18/07,3389,3019
19/07,3638,3361
20/07,3810,3604
21/07,3983,3747
22/07,4441,3874
23/07,3607,4257
24/07,4851,3386
25/07,3831,4633
26/07,6037,3675
27/07,6580,5873
28/07,3753,6437
29/07,4564,3299
30/07,4092,4140
31/07,3748,3771
01/08,4019,3509
02/08,4228,3699
03/08,4129,3957
04/08,3257,3854
05/08,3859,3007
06/08,3945,3553
07/08,3886,3695
08/08,3826,3556
09/08,3959,3540
10/08,3893,3743
11/08,3328,3580
12/08,3781,3115
13/08,3492,3558
14/08,4175,3261
15/08,4460,3805
16/08,3308,4233
17/08,3540,3017
18/08,3694,3253
19/08,4371,3437
20/08,3347,4073
21/08,4052,3043
22/08,4178,3698
23/08,4241,3940
24/08,4610,3978
25/08,5268,4227
26/08,3877,4898
27/08,5357,3602
28/08,5456,5090
29/08,5889,5105
30/08,5984,-11363
31/08,4053,-11328
01/09,5095,-10884
02/09,5824,-10329
03/09,6259,-9685
04/09,,-8943
05/09,,-8151
06/09,,-7268
07/09,,-6240
08/09,,-5049
09/09,,-3879
10/09,,-2528
11/09,,-986
12/09,,866
13/09,,3033
