Date,Real,Predict
29/06,514,514
30/06,581,581
01/07,24,24
02/07,90,90
03/07,19,19
04/07,64,64
05/07,86,86
06/07,91,91
07/07,48,48
08/07,34,34
09/07,19,2028
10/07,70,19
11/07,60,69
12/07,88,60
13/07,21,86
14/07,65,22
15/07,88,65
16/07,79,85
17/07,121,77
18/07,178,119
19/07,106,175
20/07,101,103
21/07,268,98
22/07,40,261
23/07,181,36
24/07,239,172
25/07,121,227
26/07,330,110
27/07,237,317
28/07,111,228
29/07,236,98
30/07,138,218
31/07,102,132
01/08,127,93
02/08,103,122
03/08,105,104
04/08,127,103
05/08,60,129
06/08,154,65
07/08,127,149
08/08,106,124
09/08,163,102
10/08,193,159
11/08,137,185
12/08,80,132
13/08,148,79
14/08,101,143
15/08,264,94
16/08,179,254
17/08,187,164
18/08,130,174
19/08,136,126
20/08,163,130
21/08,48,153
22/08,207,43
23/08,149,202
24/08,133,143
25/08,114,135
26/08,40,116
27/08,130,47
28/08,100,129
29/08,15,99
30/08,8,19
31/08,15,7
01/09,5,1811
02/09,11,1723
03/09,0,1524
04/09,16,1278
05/09,,1048
06/09,,837
07/09,,627
08/09,,467
09/09,,350
10/09,,536
11/09,,758
