Date,Real,Predict
30/06,374,374
01/07,179,179
02/07,73,73
03/07,109,109
04/07,317,317
05/07,114,114
06/07,22,22
07/07,44,44
08/07,39,39
09/07,75,-21
10/07,256,75
11/07,78,252
12/07,68,77
13/07,121,69
14/07,227,123
15/07,68,224
16/07,255,68
17/07,430,253
18/07,285,426
19/07,215,280
20/07,649,211
21/07,688,644
22/07,516,677
23/07,264,509
24/07,861,255
25/07,244,850
26/07,786,237
27/07,736,777
28/07,391,723
29/07,204,370
30/07,88,196
31/07,160,87
01/08,349,136
02/08,253,337
03/08,142,247
04/08,261,143
05/08,141,251
06/08,187,135
07/08,243,183
08/08,185,241
09/08,130,180
10/08,312,135
11/08,146,317
12/08,239,150
13/08,144,238
14/08,373,150
15/08,446,373
16/08,308,441
17/08,181,305
18/08,319,190
19/08,485,313
20/08,200,472
21/08,298,210
22/08,416,309
23/08,357,404
24/08,211,347
25/08,388,203
26/08,560,371
27/08,241,532
28/08,114,228
29/08,114,115
30/08,293,109
31/08,338,295
01/09,199,331
02/09,200,126
03/09,160,4036
04/09,756,8067
05/09,109,-43733
06/09,343,-7503436
07/09,,-25779592045907
08/09,,-577152473119290075727885052464332800
