Date,Real,Predict
29/06,8,8
30/06,9,9
01/07,9,9
02/07,11,11
03/07,12,12
04/07,15,15
05/07,21,21
06/07,26,26
07/07,29,29
08/07,33,33
09/07,40,167
10/07,51,182
11/07,59,204
12/07,76,223
13/07,103,254
14/07,114,294
15/07,128,320
16/07,144,339
17/07,173,374
18/07,211,424
19/07,234,486
20/07,257,534
21/07,315,581
22/07,365,659
23/07,424,731
24/07,479,801
25/07,545,875
26/07,614,955
27/07,684,1053
28/07,799,1158
29/07,914,1267
30/07,1043,1387
31/07,1149,1522
01/08,1324,1634
02/08,1495,1812
03/08,1659,1989
04/08,1877,2160
05/08,2093,2380
06/08,2312,2600
07/08,2497,2826
08/08,2732,3014
09/08,3001,3254
10/08,3309,3535
11/08,3570,3847
12/08,3795,4116
13/08,4018,4352
14/08,4303,4583
15/08,4585,4871
16/08,4900,5169
17/08,5185,5486
18/08,5440,5776
19/08,5747,6040
20/08,6059,6358
21/08,6337,6978
22/08,6658,7608
23/08,6998,8246
24/08,7290,8892
25/08,,9546
26/08,,10208
27/08,,10877
28/08,,11552
29/08,,12234
30/08,,12923
31/08,,13617
