Date,Real,Predict
29/06,7,7
30/06,12,12
01/07,13,13
02/07,13,13
03/07,14,14
04/07,38,38
05/07,40,40
06/07,42,42
07/07,43,43
08/07,44,44
09/07,50,138
10/07,53,154
11/07,55,167
12/07,55,174
13/07,56,175
14/07,64,177
15/07,68,197
16/07,74,201
17/07,79,219
18/07,91,231
19/07,96,263
20/07,120,275
21/07,146,313
22/07,222,345
23/07,258,432
24/07,365,469
25/07,417,583
26/07,478,638
27/07,507,708
28/07,622,744
29/07,841,848
30/07,944,1055
31/07,959,1153
01/08,1055,1168
02/08,1159,1258
03/08,1233,1357
04/08,1371,1428
05/08,1406,1558
06/08,1564,1591
07/08,1655,1744
08/08,1745,1829
09/08,1849,1915
10/08,2007,2021
11/08,2090,2171
12/08,2179,2253
13/08,2350,2343
14/08,2607,2512
15/08,2683,2754
16/08,2846,2833
17/08,3086,2986
18/08,3217,3217
19/08,3388,3346
20/08,3510,3516
21/08,3715,3635
22/08,3773,3837
23/08,3893,3900
24/08,4013,4031
25/08,4245,4158
26/08,4480,4407
27/08,4700,4646
28/08,5072,4885
29/08,5369,5274
30/08,5671,5605
31/08,6099,5939
01/09,6302,6108
02/09,6560,6197
03/09,6914,6223
04/09,7167,6201
05/09,7404,6144
06/09,,6065
07/09,,5973
08/09,,5877
09/09,,5787
10/09,,5709
11/09,,5649
12/09,,5613
13/09,,5606
14/09,,5634
15/09,,5700
