Date,Real,Predict
29/06,891,891
30/06,955,955
01/07,4,4
02/07,28,28
03/07,16,16
04/07,63,63
05/07,39,39
06/07,102,102
07/07,138,138
08/07,187,187
09/07,7,85
10/07,86,32
11/07,16,118
12/07,39,35
13/07,18,82
14/07,64,37
15/07,39,80
16/07,105,51
17/07,229,120
18/07,163,246
19/07,193,178
20/07,148,211
21/07,109,163
22/07,162,121
23/07,64,175
24/07,187,76
25/07,57,186
26/07,211,56
27/07,234,205
28/07,71,228
29/07,210,67
30/07,175,195
31/07,292,163
01/08,208,273
02/08,314,194
03/08,265,293
04/08,235,250
05/08,129,217
06/08,305,123
07/08,296,283
08/08,247,272
09/08,192,229
10/08,373,182
11/08,299,344
12/08,230,281
13/08,267,218
14/08,81,250
15/08,361,75
16/08,110,343
17/08,263,101
18/08,210,245
19/08,204,198
20/08,74,192
21/08,231,70
22/08,474,220
23/08,57,457
24/08,208,61
25/08,460,220
26/08,69,448
27/08,349,78
28/08,88,346
29/08,99,-27
30/08,377,-52
31/08,577,-78
01/09,443,-103
02/09,454,-128
03/09,,-152
04/09,,-192
05/09,,-231
06/09,,-230
07/09,,-170
