Date,Real,Predict
02/07,8,8
03/07,9,9
04/07,9,9
05/07,11,11
06/07,12,12
07/07,15,15
08/07,21,21
09/07,26,26
10/07,29,29
11/07,33,33
12/07,40,62
13/07,51,71
14/07,59,84
15/07,76,95
16/07,103,115
17/07,114,145
18/07,128,159
19/07,144,174
20/07,173,195
21/07,211,228
22/07,234,271
23/07,257,300
24/07,315,328
25/07,365,391
26/07,424,445
27/07,479,507
28/07,545,566
29/07,614,635
30/07,684,711
31/07,799,788
01/08,914,902
02/08,1043,1018
03/08,1149,1149
04/08,1324,1256
05/08,1495,1432
06/08,1659,1604
07/08,1877,1770
08/08,2093,1988
09/08,2312,2205
10/08,2497,2426
11/08,2732,2611
12/08,3001,2848
13/08,3309,3119
14/08,3570,3428
15/08,3795,3691
16/08,4018,3918
17/08,4303,4143
18/08,4585,4429
19/08,4900,4714
20/08,5185,5030
21/08,5440,5316
22/08,5747,5573
23/08,6059,5882
24/08,6337,6196
25/08,6658,6476
26/08,6998,6800
27/08,7290,7144
28/08,7556,7439
29/08,7798,7710
30/08,8085,7954
31/08,8356,8246
01/09,8612,8521
02/09,8857,8783
03/09,9192,8954
04/09,9495,9126
05/09,9832,9297
06/09,10082,9469
07/09,10338,9639
08/09,,9808
09/09,,9975
10/09,,10141
11/09,,10307
12/09,,10470
13/09,,10631
14/09,,10788
15/09,,10944
16/09,,11099
17/09,,11252
