Date,Real,Predict
30/06,27,27
01/07,65,65
02/07,174,174
03/07,118,118
04/07,97,97
05/07,183,183
06/07,51,51
07/07,150,150
08/07,155,155
09/07,11,197
10/07,26,28
11/07,144,25
12/07,181,157
13/07,117,201
14/07,107,139
15/07,181,137
16/07,120,192
17/07,100,168
18/07,135,109
19/07,11,150
20/07,10,17
21/07,406,23
22/07,195,408
23/07,139,213
24/07,114,158
25/07,211,135
26/07,270,229
27/07,291,274
28/07,211,305
29/07,223,191
30/07,180,209
31/07,196,186
01/08,345,197
02/08,277,326
03/08,269,272
04/08,277,263
05/08,367,264
06/08,169,345
07/08,401,164
08/08,205,367
09/08,301,194
10/08,347,285
11/08,328,321
12/08,244,308
13/08,235,229
14/08,255,222
15/08,442,234
16/08,258,417
17/08,345,237
18/08,242,318
19/08,281,227
20/08,345,265
21/08,287,322
22/08,661,270
23/08,309,629
24/08,609,306
25/08,271,575
26/08,130,271
27/08,106,134
28/08,276,113
29/08,21,271
30/08,0,28
31/08,0,-11
01/09,0,-37
02/09,0,-54
03/09,0,-59
04/09,,-60
05/09,,-63
06/09,,-69
07/09,,-70
08/09,,-75
09/09,,-86
10/09,,-96
11/09,,-107
12/09,,-119
13/09,,-135
